-14.127995,-18.200879
-14.509438,-17.679020
-12.447588,-12.286580
-16.582708,-15.757100
-16.901109,-20.069253
-16.167046,-15.635200
-18.649510,-18.880693
-15.322285,-17.459268
-13.638753,-17.503694
-16.266357,-17.345024
-13.420653,-17.365637
-15.437060,-14.374354
-16.083594,-12.204909
-17.592544,-18.254424
-18.958943,-15.327599
-14.705322,-16.708104
-19.395781,-17.265707
-16.264174,-20.906152
-18.410928,-19.097511
-16.550643,-14.635748
-14.251526,-15.267171
-17.433573,-15.463197
-15.837613,-14.298949
-19.722805,-15.099638
-18.149472,-14.444519
-18.976004,-17.493171
-17.047125,-17.246641
-15.700671,-16.582168
-18.308125,-16.007004
-18.599691,-13.427681
-15.771682,-16.650275
-17.632691,-17.504310
-13.066959,-17.241977
-17.868790,-15.640356
-17.388266,-13.209742
-17.033244,-17.775341
-18.234237,-19.927383
-17.674502,-16.289333
-18.404356,-18.070522
-17.230149,-16.886389
-16.502929,-16.693265
-18.232622,-14.326948
-15.943900,-18.639550
-15.208418,-20.582796
-16.886770,-15.915240
-18.199330,-20.958153
-18.144771,-19.319570
-13.021853,-14.330198
-16.581700,-17.998993
-16.817720,-18.754947
10.355156,2.954439
12.343863,0.488378
14.051173,-0.104932
13.207760,2.118836
11.808549,-0.084208
17.488904,-1.760690
12.004102,1.218035
11.265739,1.571619
11.517387,-2.229178
10.483163,1.455146
13.886876,1.024852
12.013953,-0.728184
11.308283,3.070362
12.877901,5.107360
9.971703,4.340000
13.689710,3.308778
14.628615,-2.613972
13.527708,2.408427
15.272645,2.265316
13.293682,1.689480
15.573440,0.350088
8.164769,2.398506
11.683284,3.298891
12.874401,0.492233
12.744067,0.846601
11.305752,0.794816
13.231666,0.501054
14.273860,-1.495092
13.474286,1.749706
13.155840,1.236241
15.682435,0.918185
10.793013,-0.670312
12.494699,2.295604
15.924700,2.740510
12.143887,2.747453
14.461299,1.502444
16.739596,0.387140
11.890156,2.123647
16.112450,0.646933
11.527841,5.521128
14.985021,1.166671
11.619395,2.163930
14.756280,-0.192866
14.777287,0.467793
14.659707,-0.970371
15.873033,2.667663
13.291223,-0.719469
12.984675,-3.096360
16.679416,-1.451808
12.832480,2.357206
-15.390541,-22.720528
-19.098957,-18.857673
-16.885122,-18.427859
-21.420331,-17.123692
-20.481313,-18.868090
-15.100091,-20.606097
-20.674203,-14.947898
-17.961646,-17.841228
-18.915660,-18.222739
-16.486848,-21.089095
-17.825671,-22.408949
-19.603180,-23.868194
-16.770789,-20.690972
-19.506700,-20.083135
-14.983175,-19.817609
-13.982868,-17.327716
-19.554290,-19.653652
-20.239023,-23.127174
-17.475165,-19.180699
-16.736144,-18.225774
-19.377497,-22.003472
-18.588605,-20.262394
-16.828557,-19.817015
-19.339363,-19.341181
-17.236403,-20.948179
-21.432624,-23.131596
-20.439619,-22.178656
-17.343856,-18.847511
-20.819336,-19.990377
-19.189840,-24.111942
-18.529645,-20.932330
-19.753589,-21.777337
-15.502371,-20.387409
-20.032538,-17.653994
-19.149694,-21.271285
-15.412257,-24.346827
-16.183660,-20.641399
-16.221615,-19.972001
-17.575936,-19.159069
-13.562047,-22.759659
-19.529955,-18.749435
-18.970676,-20.178292
-17.889869,-19.378087
-19.505458,-19.407502
-16.302610,-17.903767
-15.509004,-20.862252
-18.492922,-19.634388
-17.902732,-22.780102
-16.105794,-19.493454
-18.664458,-20.877858
-9.002545,-12.511743
-10.585011,-8.368959
-14.201310,-6.776428
-9.967825,-10.523466
-11.842404,-11.001425
-12.684460,-11.862743
-15.337130,-12.444248
-11.244320,-7.149072
-14.893632,-11.646763
-9.462400,-10.111044
-14.780324,-9.104662
-11.748645,-12.290563
-16.749115,-10.324585
-14.774678,-9.176056
-11.032176,-11.834951
-9.998391,-9.059287
-12.314418,-7.755523
-10.335013,-6.444469
-14.270731,-6.161280
-11.743947,-6.901013
-15.512687,-9.894630
-15.383501,-9.487864
-11.066617,-7.405595
-13.466629,-5.540671
-11.000673,-7.612873
-17.120415,-9.482504
-11.418332,-6.894902
-12.454177,-7.333366
-11.568138,-9.649765
-10.891254,-10.705406
-18.004971,-10.911903
-6.925467,-7.887317
-13.491970,-7.474463
-11.934034,-10.064282
-15.286413,-7.726165
-16.257196,-6.430644
-11.459870,-7.732208
-13.228592,-11.387947
-15.492695,-7.111031
-12.171609,-10.355827
-12.630823,-8.032052
-9.933577,-13.192196
-13.172101,-12.503475
-9.285329,-9.823270
-15.862516,-8.752415
-16.027356,-10.572225
-12.100248,-9.341874
-13.423044,-11.173843
-10.730619,-7.222669
-11.200061,-5.344418
15.837313,1.976931
15.262779,1.454632
14.392494,1.728836
15.930186,4.293125
16.921747,3.557778
18.081998,5.968680
17.417670,5.315473
18.020714,3.790569
16.990435,3.674289
18.098543,2.656266
17.958843,4.885733
16.475710,-1.781829
16.477790,5.291528
15.535894,1.499800
19.813656,1.981333
15.805267,3.656745
14.440284,5.083931
15.498805,4.953333
18.108585,4.752300
14.448374,5.048012
12.551884,0.542790
16.375168,8.702867
17.410362,7.721480
13.901911,1.363824
13.727395,6.050392
14.086484,1.739846
15.355956,2.251918
16.137604,2.096297
13.633773,3.932758
16.834034,1.109745
16.369990,1.902595
15.354149,3.947601
15.775129,2.475067
16.254822,3.518633
15.584640,3.881989
15.807630,4.120927
16.244688,8.424113
11.289649,3.520049
14.032008,3.940611
14.639898,3.850787
14.713286,3.461454
17.720877,1.660759
14.931638,4.087554
11.218048,2.794053
12.251655,2.459855
13.938048,2.966869
12.581858,-0.075656
16.411173,4.384052
12.943687,-1.391330
16.949777,2.485262
7.542503,9.173491
11.264122,9.780430
8.959976,6.154836
2.321012,7.549957
4.493622,5.271035
11.938934,7.983637
4.500099,9.356542
7.052914,8.555833
6.735913,5.890488
4.344001,7.797854
9.322522,6.941608
8.742409,7.221691
9.534022,8.196584
7.510446,9.751870
3.254139,10.386366
6.423124,6.304216
5.825503,6.996171
5.245958,6.957866
8.369813,12.302025
6.829891,5.281832
9.068637,8.712326
9.690257,7.312140
4.495434,8.032285
7.512152,6.709211
6.112853,8.838727
6.164128,9.593104
7.214553,7.071780
8.156552,4.385388
4.753231,9.364823
8.623136,6.927125
5.904494,8.188171
4.982116,6.085957
6.321856,9.493932
5.993181,7.419923
9.638468,7.482280
10.451622,6.616472
7.968087,4.518173
6.657610,7.895317
4.717585,9.321745
8.607672,11.629817
7.586824,12.011735
8.367384,8.833442
10.069665,7.525709
10.235992,7.131005
9.455188,12.794838
3.518631,10.284149
6.840272,6.601634
7.650528,7.055834
5.349289,5.249622
4.382182,5.512785
-0.616757,15.313062
1.885368,20.645597
0.292969,17.702491
2.040833,19.010999
1.560647,16.027332
-0.972082,17.222590
-1.999446,22.077803
-0.678590,20.057415
0.468272,16.836545
-0.457667,17.273760
4.213928,21.464520
1.563834,17.727539
0.549727,22.123979
3.084130,22.028202
7.219152,17.253175
4.288901,22.104049
1.462633,21.861999
1.214004,16.669288
0.070199,19.526320
5.705026,18.829457
0.001374,19.974361
-2.632450,21.607256
-3.567701,20.350619
-1.976250,20.657050
-1.846174,18.678035
-1.061198,20.537501
2.027698,20.504022
-0.782085,16.801988
2.818634,19.368842
3.327579,18.338328
1.673312,18.320262
5.621844,19.156971
0.625279,19.901207
-2.222839,23.318105
-2.585003,19.769596
-0.167947,18.067370
2.498373,23.132426
0.466283,19.884359
1.677596,17.164176
-0.266455,19.794801
1.187297,18.389433
-0.514139,20.003672
1.724257,21.071855
-0.765235,20.776291
-0.354153,15.423942
3.067836,18.042506
0.525647,21.595677
0.282342,21.877249
0.146236,18.946428
3.310179,16.727800
11.765483,-5.192276
9.551287,-5.041881
13.663679,-4.273504
9.894875,-5.378136
11.248149,-0.028311
12.527834,0.721102
11.775594,1.060760
11.675679,-5.227851
12.620269,-2.335450
11.968830,-0.428782
14.159017,-4.562140
12.427087,-0.229202
12.431615,-4.258900
14.561951,2.620660
12.453023,-1.704956
13.398545,-2.769348
10.686464,-4.801664
10.101317,-4.412379
9.238534,-0.653434
12.724773,-2.903866
14.900544,-3.173114
8.978526,-2.995848
13.935930,-2.018483
15.796529,0.313719
11.004917,-1.657887
15.717135,-1.404978
11.201313,-1.677445
14.533198,-4.188550
9.468628,-1.858028
10.310000,-3.039311
10.817497,-3.787228
12.732694,-1.251017
12.944840,-7.051838
10.944295,-3.097360
12.627917,-1.629697
12.873383,-2.982296
8.558592,0.470404
8.128692,0.648129
10.550266,-1.252043
11.977794,-2.641453
12.154509,0.428140
11.087012,-3.458728
11.769540,-1.188702
10.664637,-1.112405
11.373619,-1.838584
15.978185,-0.758136
15.043522,-2.326610
10.988654,-0.416907
10.584325,-3.133883
12.740005,-1.172279
